,fips,percent_cases,poverty_percent,median_household_income,always,frequently,sometimes,rarely,never
522,17133,0.12,0.04,90904.0,0.67,0.174,0.11199999999999999,0.04,0.003
1684,17135,0.15,0.16,51665.0,0.525,0.316,0.091,0.05,0.018000000000000002
1212,17137,0.14,0.14,55937.0,0.5329999999999999,0.17800000000000002,0.177,0.062,0.05
386,17139,0.12,0.09,65472.0,0.39,0.243,0.213,0.073,0.081
1847,17141,0.12,0.09,63565.0,0.589,0.184,0.129,0.045,0.053
1472,17143,0.14,0.15,57717.0,0.5770000000000001,0.251,0.096,0.036000000000000004,0.039
774,17145,0.17,0.14,56880.0,0.392,0.358,0.10400000000000001,0.092,0.055
741,17147,0.09,0.06,72265.0,0.688,0.198,0.06,0.052000000000000005,0.003
2010,17149,0.12,0.14,54309.0,0.36,0.205,0.218,0.079,0.138
459,17151,0.08,0.17,46478.0,0.415,0.214,0.213,0.054000000000000006,0.10400000000000001
125,17153,0.13,0.22,38506.0,0.405,0.225,0.18899999999999997,0.064,0.11699999999999999
85,17155,0.09,0.08,74367.0,0.535,0.251,0.168,0.025,0.021
1364,17157,0.16,0.13,58444.0,0.452,0.391,0.11699999999999999,0.032,0.008
429,17159,0.12,0.13,49775.0,0.331,0.3,0.107,0.151,0.111
786,17161,0.11,0.14,57772.0,0.596,0.235,0.066,0.025,0.078
1595,17163,0.12,0.13,57726.0,0.767,0.138,0.037000000000000005,0.027000000000000003,0.032
492,17165,0.12,0.16,48547.0,0.462,0.204,0.111,0.106,0.11699999999999999
2065,17167,0.1,0.12,61768.0,0.564,0.233,0.155,0.03,0.017
745,17169,0.12,0.11,56015.0,0.41700000000000004,0.198,0.152,0.1,0.132
194,17171,0.1,0.11,61231.0,0.52,0.162,0.14800000000000002,0.057,0.113
1863,17173,0.1,0.09,61376.0,0.469,0.245,0.168,0.047,0.07
271,17175,0.12,0.11,54804.0,0.672,0.155,0.057999999999999996,0.10099999999999999,0.013000000000000001
1162,17177,0.12,0.12,51786.0,0.644,0.222,0.040999999999999995,0.059000000000000004,0.036000000000000004
1564,17179,0.13,0.08,66206.0,0.56,0.215,0.141,0.04,0.044000000000000004
648,17181,0.14,0.17,51575.0,0.466,0.195,0.162,0.078,0.1
2141,17183,0.14,0.17,46295.0,0.504,0.266,0.08800000000000001,0.11900000000000001,0.023
156,17185,0.13,0.14,54249.0,0.212,0.325,0.271,0.113,0.078
1091,17187,0.11,0.11,53621.0,0.522,0.276,0.141,0.02,0.042
1159,17189,0.12,0.08,64297.0,0.456,0.327,0.053,0.046,0.11800000000000001
1707,17191,0.11,0.13,51829.0,0.345,0.3,0.128,0.142,0.086
947,17193,0.13,0.14,51388.0,0.332,0.239,0.095,0.14400000000000002,0.19
1657,17195,0.13,0.11,50880.0,0.649,0.218,0.042,0.066,0.025
2011,17197,0.1,0.06,90249.0,0.7390000000000001,0.134,0.062,0.024,0.040999999999999995
762,17199,0.12,0.13,56958.0,0.46399999999999997,0.183,0.136,0.122,0.095
1013,17201,0.12,0.16,59510.0,0.657,0.193,0.08900000000000001,0.03,0.031
1087,17203,0.13,0.06,77117.0,0.517,0.242,0.11199999999999999,0.067,0.062
373,18001,0.1,0.13,53532.0,0.309,0.348,0.16,0.047,0.136
1572,18003,0.11,0.1,56838.0,0.46399999999999997,0.228,0.099,0.14,0.07
582,18005,0.1,0.11,71181.0,0.406,0.28600000000000003,0.085,0.084,0.138
563,18007,0.13,0.09,55016.0,0.496,0.183,0.11199999999999999,0.126,0.08199999999999999
81,18009,0.12,0.13,46811.0,0.447,0.203,0.106,0.152,0.09300000000000001
653,18011,0.11,0.07,84137.0,0.413,0.308,0.142,0.085,0.052000000000000005
327,18013,0.07,0.1,59617.0,0.66,0.184,0.040999999999999995,0.061,0.055
461,18015,0.1,0.09,58965.0,0.447,0.22,0.17,0.10400000000000001,0.059000000000000004
615,18017,0.17,0.13,51777.0,0.28300000000000003,0.20600000000000002,0.28300000000000003,0.192,0.037000000000000005
464,18019,0.12,0.1,59441.0,0.501,0.228,0.141,0.06,0.068
421,18021,0.1,0.11,54349.0,0.466,0.226,0.11199999999999999,0.073,0.122
560,18023,0.14,0.11,55336.0,0.462,0.285,0.132,0.033,0.08800000000000001
309,18025,0.1,0.16,44332.0,0.465,0.261,0.11800000000000001,0.08900000000000001,0.067
726,18027,0.09,0.11,56611.0,0.546,0.214,0.13,0.061,0.049
302,18029,0.12,0.09,71351.0,0.371,0.27699999999999997,0.168,0.1,0.083
454,18031,0.12,0.1,60891.0,0.43700000000000006,0.204,0.10099999999999999,0.083,0.175
439,18033,0.11,0.1,59714.0,0.55,0.149,0.11800000000000001,0.07400000000000001,0.109
515,18035,0.11,0.22,45912.0,0.475,0.19699999999999998,0.124,0.109,0.095
711,18037,0.15,0.06,63869.0,0.55,0.25,0.086,0.105,0.01
834,18039,0.15,0.1,55782.0,0.528,0.252,0.094,0.09699999999999999,0.03
139,18041,0.14,0.14,48499.0,0.514,0.237,0.048,0.040999999999999995,0.161
65,18043,0.11,0.11,64614.0,0.474,0.233,0.154,0.086,0.053
524,18045,0.14,0.12,55337.0,0.474,0.212,0.147,0.08900000000000001,0.077
501,18047,0.07,0.09,67315.0,0.545,0.19899999999999998,0.10400000000000001,0.08199999999999999,0.07
452,18049,0.11,0.1,55011.0,0.39899999999999997,0.217,0.128,0.114,0.142
937,18051,0.13,0.09,61872.0,0.35100000000000003,0.255,0.204,0.1,0.09
614,18053,0.13,0.16,47509.0,0.39299999999999996,0.311,0.133,0.10800000000000001,0.053
1098,18055,0.1,0.14,51918.0,0.5579999999999999,0.235,0.081,0.027000000000000003,0.099
542,18057,0.1,0.04,107710.0,0.596,0.23399999999999999,0.049,0.051,0.07
300,18059,0.11,0.05,77905.0,0.42,0.306,0.166,0.04,0.068
902,18061,0.11,0.08,64270.0,0.359,0.258,0.205,0.084,0.094
579,18063,0.11,0.05,85827.0,0.523,0.257,0.113,0.052000000000000005,0.054000000000000006
509,18065,0.14,0.13,49293.0,0.434,0.111,0.125,0.14800000000000002,0.183
282,18067,0.13,0.12,54048.0,0.426,0.301,0.183,0.083,0.008
495,18069,0.12,0.1,54565.0,0.41600000000000004,0.19899999999999998,0.053,0.182,0.15
996,18071,0.12,0.1,59472.0,0.312,0.38799999999999996,0.105,0.098,0.09699999999999999
1150,18073,0.12,0.09,65352.0,0.321,0.32799999999999996,0.065,0.1,0.18600000000000003
485,18075,0.1,0.12,49447.0,0.32799999999999996,0.235,0.157,0.139,0.141
436,18077,0.12,0.12,53378.0,0.255,0.225,0.218,0.21899999999999997,0.083
472,18079,0.09,0.12,55022.0,0.319,0.308,0.172,0.105,0.095
333,18081,0.12,0.06,74427.0,0.557,0.192,0.1,0.094,0.057
1029,18083,0.11,0.13,48760.0,0.33799999999999997,0.259,0.121,0.125,0.158
1124,18085,0.12,0.09,64677.0,0.496,0.195,0.08900000000000001,0.147,0.073
491,18087,0.07,0.08,70746.0,0.452,0.23600000000000002,0.171,0.08199999999999999,0.059000000000000004
1467,18089,0.11,0.14,57280.0,0.5920000000000001,0.21899999999999997,0.08800000000000001,0.057,0.043
1414,18091,0.12,0.13,56427.0,0.466,0.20600000000000002,0.168,0.075,0.084
790,18093,0.1,0.1,56261.0,0.491,0.191,0.109,0.11699999999999999,0.092
795,18095,0.11,0.13,54145.0,0.5589999999999999,0.145,0.15,0.084,0.062
544,18097,0.11,0.15,50707.0,0.5479999999999999,0.23199999999999998,0.11599999999999999,0.053,0.051
782,18099,0.14,0.11,53695.0,0.389,0.22899999999999998,0.159,0.10300000000000001,0.12
376,18101,0.09,0.11,56735.0,0.55,0.223,0.12300000000000001,0.064,0.040999999999999995
470,18103,0.13,0.13,53658.0,0.34299999999999997,0.226,0.253,0.125,0.054000000000000006
596,18105,0.09,0.21,53113.0,0.591,0.242,0.094,0.037000000000000005,0.037000000000000005
962,18107,0.12,0.12,54366.0,0.49,0.156,0.168,0.11599999999999999,0.07
583,18109,0.1,0.09,63414.0,0.485,0.188,0.136,0.131,0.06
546,18111,0.09,0.1,61457.0,0.316,0.33799999999999997,0.092,0.153,0.102
627,18113,0.13,0.08,60980.0,0.5,0.19699999999999998,0.135,0.11,0.057
41,18115,0.1,0.1,58294.0,0.45899999999999996,0.223,0.18,0.078,0.06
575,18117,0.1,0.14,47931.0,0.43,0.315,0.073,0.086,0.096
494,18119,0.11,0.12,53387.0,0.5,0.282,0.087,0.038,0.094
783,18121,0.1,0.15,51554.0,0.405,0.195,0.174,0.111,0.11599999999999999
490,18123,0.11,0.12,53908.0,0.542,0.252,0.087,0.109,0.01
377,18125,0.11,0.09,52378.0,0.495,0.2,0.163,0.08900000000000001,0.052000000000000005
1025,18127,0.12,0.08,74064.0,0.512,0.231,0.10800000000000001,0.1,0.05
636,18129,0.11,0.09,68435.0,0.47200000000000003,0.226,0.115,0.055999999999999994,0.132
706,18131,0.1,0.11,52432.0,0.223,0.253,0.171,0.21899999999999997,0.135
887,18133,0.11,0.1,64098.0,0.366,0.19399999999999998,0.204,0.162,0.075
797,18135,0.1,0.13,50496.0,0.336,0.179,0.228,0.13,0.128
777,18137,0.12,0.09,61219.0,0.429,0.294,0.15,0.07400000000000001,0.054000000000000006
576,18139,0.11,0.11,54371.0,0.408,0.27899999999999997,0.063,0.11800000000000001,0.133
813,18141,0.14,0.15,53881.0,0.598,0.228,0.102,0.04,0.031
108,18143,0.12,0.14,50571.0,0.46,0.263,0.168,0.073,0.036000000000000004
608,18145,0.14,0.1,59798.0,0.413,0.193,0.177,0.057,0.16
533,18147,0.12,0.09,59183.0,0.529,0.21600000000000003,0.10400000000000001,0.134,0.017
317,18149,0.1,0.13,54001.0,0.365,0.21899999999999997,0.08800000000000001,0.151,0.177
336,18151,0.13,0.09,59444.0,0.532,0.16899999999999998,0.17,0.08900000000000001,0.04
799,18153,0.12,0.14,53375.0,0.517,0.207,0.077,0.071,0.127
153,18155,0.08,0.14,52482.0,0.344,0.23399999999999999,0.209,0.125,0.08900000000000001
951,18157,0.13,0.16,51228.0,0.518,0.204,0.102,0.083,0.09300000000000001
214,18159,0.12,0.08,69960.0,0.35200000000000004,0.444,0.08900000000000001,0.08199999999999999,0.033
80,18161,0.11,0.1,53866.0,0.569,0.17800000000000002,0.106,0.053,0.095
171,18163,0.13,0.14,51603.0,0.542,0.23399999999999999,0.115,0.039,0.07
213,18165,0.12,0.12,50723.0,0.426,0.223,0.134,0.105,0.113
587,18167,0.13,0.21,48082.0,0.466,0.25,0.102,0.064,0.11800000000000001
644,18169,0.13,0.11,59874.0,0.381,0.20199999999999999,0.237,0.11,0.07
444,18171,0.1,0.09,64109.0,0.49200000000000005,0.223,0.092,0.115,0.079
500,18173,0.12,0.06,79644.0,0.5479999999999999,0.252,0.11699999999999999,0.038,0.045
1008,18175,0.09,0.12,51948.0,0.41100000000000003,0.35600000000000004,0.062,0.07400000000000001,0.09699999999999999
554,18177,0.12,0.15,47885.0,0.348,0.261,0.138,0.09,0.162
450,18179,0.1,0.07,61636.0,0.332,0.337,0.077,0.05,0.205
979,18181,0.14,0.1,58295.0,0.384,0.18899999999999997,0.19399999999999998,0.177,0.055999999999999994
371,18183,0.13,0.08,67347.0,0.46,0.16,0.132,0.18600000000000003,0.061
1190,19001,0.13,0.11,57977.0,0.364,0.307,0.128,0.128,0.073
664,19003,0.09,0.12,53385.0,0.281,0.311,0.15,0.11,0.14800000000000002
1568,19005,0.11,0.13,56240.0,0.469,0.212,0.132,0.049,0.138
1005,19007,0.1,0.19,41672.0,0.413,0.193,0.239,0.11,0.044000000000000004
754,19009,0.1,0.11,53197.0,0.322,0.187,0.19399999999999998,0.073,0.22399999999999998
1725,19011,0.11,0.08,70023.0,0.504,0.2,0.13,0.067,0.098
1208,19013,0.13,0.14,60010.0,0.447,0.289,0.18,0.053,0.032
1223,19015,0.11,0.09,63975.0,0.5329999999999999,0.19699999999999998,0.1,0.08,0.09
738,19017,0.13,0.07,67229.0,0.424,0.268,0.19699999999999998,0.062,0.048
1221,19019,0.1,0.1,67906.0,0.373,0.39399999999999996,0.087,0.124,0.021
1285,19021,0.22,0.1,57048.0,0.28800000000000003,0.207,0.26,0.062,0.183
1296,19023,0.11,0.1,57080.0,0.41700000000000004,0.23,0.20800000000000002,0.094,0.052000000000000005
1213,19025,0.16,0.12,57007.0,0.304,0.153,0.213,0.11699999999999999,0.212
1189,19027,0.14,0.08,61379.0,0.358,0.139,0.24100000000000002,0.11,0.153
1164,19029,0.11,0.14,53692.0,0.22699999999999998,0.23800000000000002,0.124,0.07,0.341
1299,19031,0.11,0.08,71029.0,0.381,0.355,0.142,0.096,0.026000000000000002
1242,19033,0.13,0.08,54589.0,0.215,0.213,0.146,0.365,0.061
1268,19035,0.14,0.1,59901.0,0.309,0.182,0.221,0.105,0.183
964,19037,0.1,0.08,60111.0,0.35600000000000004,0.23600000000000002,0.19699999999999998,0.136,0.075
690,19039,0.11,0.12,57708.0,0.418,0.19399999999999998,0.14300000000000002,0.16699999999999998,0.078
1215,19041,0.13,0.1,57174.0,0.441,0.18899999999999997,0.11199999999999999,0.035,0.22399999999999998
1908,19043,0.1,0.11,53223.0,0.371,0.284,0.13699999999999998,0.084,0.12300000000000001
1687,19045,0.12,0.13,56865.0,0.43,0.26899999999999996,0.079,0.13,0.092
1704,19047,0.16,0.12,58077.0,0.66,0.064,0.141,0.045,0.08900000000000001
1346,19049,0.11,0.04,97535.0,0.485,0.26,0.11800000000000001,0.102,0.036000000000000004
959,19051,0.1,0.12,57150.0,0.41100000000000003,0.201,0.249,0.10099999999999999,0.038
1054,19053,0.09,0.18,44873.0,0.294,0.068,0.258,0.132,0.248
1279,19055,0.13,0.09,70091.0,0.28300000000000003,0.408,0.13699999999999998,0.13699999999999998,0.035
681,19057,0.12,0.15,53547.0,0.5529999999999999,0.122,0.109,0.081,0.135
547,19059,0.15,0.07,66211.0,0.433,0.17300000000000001,0.091,0.027000000000000003,0.276
1427,19061,0.15,0.11,62481.0,0.43,0.18899999999999997,0.18899999999999997,0.155,0.037000000000000005
540,19063,0.15,0.11,55635.0,0.428,0.18100000000000002,0.067,0.083,0.24100000000000002
1783,19065,0.1,0.13,53142.0,0.39399999999999996,0.349,0.128,0.075,0.054000000000000006
945,19067,0.11,0.12,55369.0,0.268,0.25,0.14800000000000002,0.271,0.063
1303,19069,0.12,0.11,55847.0,0.261,0.18600000000000003,0.187,0.278,0.08800000000000001
1009,19071,0.1,0.12,60498.0,0.611,0.209,0.071,0.061,0.048
1200,19073,0.09,0.11,55562.0,0.354,0.153,0.235,0.141,0.11599999999999999
950,19075,0.13,0.06,73683.0,0.48,0.23800000000000002,0.203,0.042,0.038
1352,19077,0.12,0.09,64965.0,0.34,0.28300000000000003,0.14300000000000002,0.073,0.162
1269,19079,0.12,0.09,63234.0,0.457,0.153,0.129,0.11800000000000001,0.14300000000000002
1218,19081,0.14,0.09,62030.0,0.21600000000000003,0.174,0.146,0.384,0.08
1186,19083,0.12,0.11,57103.0,0.441,0.214,0.195,0.075,0.07400000000000001
1668,19085,0.13,0.09,63901.0,0.565,0.17800000000000002,0.094,0.044000000000000004,0.11800000000000001
721,19087,0.17,0.12,57747.0,0.461,0.183,0.091,0.142,0.12300000000000001
858,19089,0.12,0.1,58028.0,0.413,0.183,0.17600000000000002,0.151,0.077
713,19091,0.13,0.11,56695.0,0.24,0.102,0.147,0.268,0.243
694,19093,0.13,0.1,58249.0,0.38,0.128,0.24600000000000002,0.094,0.153
1328,19095,0.1,0.07,66861.0,0.45,0.239,0.135,0.149,0.027000000000000003
1531,19097,0.11,0.12,57687.0,0.41100000000000003,0.23199999999999998,0.22899999999999998,0.096,0.032
1787,19099,0.11,0.08,67317.0,0.34700000000000003,0.212,0.233,0.105,0.102
723,19101,0.08,0.14,51741.0,0.39799999999999996,0.191,0.221,0.11599999999999999,0.07400000000000001
1458,19103,0.1,0.16,67295.0,0.6729999999999999,0.2,0.069,0.044000000000000004,0.013999999999999999
1263,19105,0.16,0.1,63399.0,0.355,0.336,0.165,0.105,0.04
1284,19107,0.09,0.11,54937.0,0.272,0.28,0.287,0.126,0.035
2283,19109,0.14,0.1,59568.0,0.272,0.17300000000000001,0.10099999999999999,0.318,0.135
1073,19111,0.12,0.15,51089.0,0.392,0.161,0.131,0.146,0.17
1761,19113,0.1,0.11,64783.0,0.563,0.201,0.115,0.081,0.039
628,19115,0.12,0.09,60544.0,0.48200000000000004,0.214,0.15,0.057999999999999996,0.09699999999999999
704,19117,0.09,0.15,53085.0,0.384,0.185,0.196,0.204,0.032
1329,19119,0.13,0.07,66139.0,0.344,0.247,0.157,0.17300000000000001,0.078
1151,19121,0.1,0.07,72578.0,0.484,0.268,0.136,0.102,0.01
1222,19123,0.11,0.11,59242.0,0.287,0.28300000000000003,0.294,0.067,0.069
1192,19125,0.11,0.08,66381.0,0.429,0.26,0.209,0.049,0.053
1216,19127,0.13,0.13,55631.0,0.48,0.226,0.153,0.064,0.077
739,19129,0.12,0.09,72679.0,0.48100000000000004,0.281,0.091,0.084,0.064
841,19131,0.12,0.09,61247.0,0.263,0.26,0.149,0.282,0.046
1661,19133,0.1,0.12,53104.0,0.64,0.127,0.087,0.069,0.078
702,19135,0.13,0.11,56397.0,0.385,0.247,0.256,0.078,0.034
662,19137,0.11,0.13,52715.0,0.28600000000000003,0.37799999999999995,0.084,0.034,0.218
780,19139,0.12,0.1,61767.0,0.364,0.273,0.221,0.022000000000000002,0.12
1220,19141,0.15,0.1,60298.0,0.319,0.187,0.267,0.054000000000000006,0.17300000000000001
530,19143,0.13,0.09,60702.0,0.322,0.19899999999999998,0.233,0.051,0.195
1064,19145,0.14,0.15,52179.0,0.48100000000000004,0.31,0.068,0.053,0.08800000000000001
1184,19147,0.13,0.11,55074.0,0.419,0.179,0.08800000000000001,0.11599999999999999,0.19899999999999998
2041,19149,0.16,0.07,69165.0,0.402,0.162,0.166,0.145,0.125
1280,19151,0.13,0.1,56146.0,0.335,0.165,0.162,0.124,0.214
1347,19153,0.12,0.1,67331.0,0.473,0.259,0.136,0.08900000000000001,0.044000000000000004
2269,19155,0.12,0.11,60322.0,0.39,0.264,0.147,0.083,0.115
1323,19157,0.1,0.12,57741.0,0.38299999999999995,0.16399999999999998,0.187,0.145,0.121
1075,19159,0.12,0.15,50890.0,0.275,0.162,0.281,0.138,0.14400000000000002
1274,19161,0.15,0.1,59392.0,0.303,0.159,0.28600000000000003,0.071,0.18
836,19163,0.12,0.12,65724.0,0.494,0.27699999999999997,0.126,0.027000000000000003,0.075
1344,19165,0.12,0.09,60498.0,0.516,0.145,0.182,0.059000000000000004,0.099
1866,19167,0.16,0.07,71566.0,0.335,0.2,0.285,0.06,0.12
1225,19169,0.13,0.16,64151.0,0.574,0.235,0.071,0.075,0.045
1750,19171,0.13,0.13,56281.0,0.491,0.18100000000000002,0.209,0.053,0.066
1061,19173,0.11,0.12,51510.0,0.292,0.282,0.185,0.151,0.09
667,19175,0.11,0.12,52914.0,0.462,0.21,0.172,0.125,0.03
909,19177,0.08,0.13,50425.0,0.37200000000000005,0.218,0.175,0.128,0.107
718,19179,0.13,0.14,50533.0,0.37,0.221,0.293,0.08199999999999999,0.034
1219,19181,0.11,0.07,79557.0,0.337,0.245,0.18100000000000002,0.182,0.055
1197,19183,0.12,0.09,63230.0,0.589,0.151,0.12300000000000001,0.102,0.035
1039,19185,0.09,0.19,49962.0,0.342,0.12,0.252,0.14800000000000002,0.138
1715,19187,0.16,0.12,53344.0,0.36200000000000004,0.10099999999999999,0.161,0.16699999999999998,0.209
535,19189,0.14,0.1,50258.0,0.228,0.19699999999999998,0.17600000000000002,0.32899999999999996,0.07
1639,19191,0.12,0.09,65482.0,0.505,0.177,0.151,0.044000000000000004,0.122
2067,19193,0.15,0.13,58419.0,0.425,0.16,0.13699999999999998,0.165,0.113
536,19195,0.11,0.1,60139.0,0.251,0.231,0.175,0.271,0.07200000000000001
1300,19197,0.15,0.11,54251.0,0.23199999999999998,0.125,0.17300000000000001,0.299,0.172
960,20001,0.1,0.17,46690.0,0.341,0.16699999999999998,0.126,0.212,0.153
1312,20003,0.11,0.13,51352.0,0.344,0.267,0.13699999999999998,0.063,0.18899999999999997
710,20005,0.11,0.14,51860.0,0.316,0.256,0.16899999999999998,0.122,0.13699999999999998
2452,20007,0.09,0.14,50660.0,0.336,0.32899999999999996,0.11800000000000001,0.147,0.069
2126,20009,0.1,0.13,50754.0,0.43,0.21100000000000002,0.12,0.131,0.107
1495,20011,0.11,0.16,47452.0,0.49,0.12,0.077,0.146,0.16699999999999998
1211,20013,0.13,0.15,47558.0,0.382,0.19699999999999998,0.183,0.149,0.08900000000000001
2611,20015,0.11,0.08,66199.0,0.47,0.222,0.122,0.133,0.053
1885,20017,0.11,0.11,51022.0,0.331,0.225,0.212,0.08199999999999999,0.151
1520,20019,0.09,0.16,43664.0,0.337,0.214,0.185,0.13699999999999998,0.128
1343,20021,0.14,0.15,47682.0,0.41,0.174,0.16399999999999998,0.121,0.131
2343,20023,0.15,0.12,47323.0,0.256,0.235,0.174,0.27,0.065
2288,20025,0.13,0.12,59085.0,0.348,0.23199999999999998,0.126,0.13,0.163
1551,20027,0.11,0.1,52781.0,0.507,0.22899999999999998,0.115,0.069,0.081
1724,20029,0.13,0.14,46299.0,0.434,0.217,0.11800000000000001,0.077,0.154
1549,20031,0.09,0.11,62715.0,0.22699999999999998,0.40399999999999997,0.165,0.11900000000000001,0.085
1901,20033,0.11,0.12,47854.0,0.34600000000000003,0.271,0.128,0.14400000000000002,0.11199999999999999
2447,20035,0.13,0.14,51537.0,0.42100000000000004,0.131,0.28,0.09300000000000001,0.075
1359,20037,0.13,0.18,42723.0,0.49200000000000005,0.139,0.11800000000000001,0.14300000000000002,0.10800000000000001
2102,20039,0.1,0.13,46878.0,0.273,0.235,0.21100000000000002,0.11800000000000001,0.163
2013,20041,0.11,0.1,58066.0,0.385,0.243,0.14800000000000002,0.11800000000000001,0.106
519,20043,0.15,0.11,52596.0,0.272,0.214,0.184,0.193,0.13699999999999998
864,20045,0.08,0.15,62559.0,0.7340000000000001,0.22699999999999998,0.024,0.009000000000000001,0.006
1451,20047,0.1,0.12,49047.0,0.506,0.221,0.135,0.086,0.052000000000000005
1533,20049,0.07,0.19,41930.0,0.312,0.282,0.295,0.05,0.061
2127,20051,0.14,0.13,51237.0,0.32,0.14800000000000002,0.22399999999999998,0.154,0.154
1755,20053,0.25,0.1,56988.0,0.373,0.187,0.133,0.133,0.174
2559,20055,0.17,0.13,57412.0,0.34299999999999997,0.239,0.163,0.08900000000000001,0.166
2423,20057,0.18,0.14,54604.0,0.39899999999999997,0.23199999999999998,0.14300000000000002,0.084,0.14300000000000002
1262,20059,0.1,0.1,55984.0,0.364,0.354,0.159,0.06,0.063
549,20061,0.13,0.12,58978.0,0.499,0.27,0.113,0.068,0.05
2392,20063,0.16,0.1,52986.0,0.287,0.151,0.23399999999999999,0.08900000000000001,0.24
2119,20065,0.11,0.12,48912.0,0.25,0.129,0.247,0.156,0.218
1241,20067,0.13,0.1,65178.0,0.37,0.231,0.15,0.10800000000000001,0.14
2055,20069,0.11,0.08,69077.0,0.364,0.24,0.146,0.092,0.158
1884,20071,0.09,0.11,58492.0,0.32299999999999995,0.22899999999999998,0.18100000000000002,0.131,0.135
2469,20073,0.1,0.15,44876.0,0.33,0.302,0.256,0.079,0.034
2317,20075,0.08,0.13,55857.0,0.368,0.217,0.18899999999999997,0.095,0.131
1934,20077,0.12,0.14,47540.0,0.4,0.193,0.21,0.11800000000000001,0.079
1078,20079,0.11,0.09,62961.0,0.423,0.32299999999999995,0.121,0.057999999999999996,0.075
1270,20081,0.11,0.1,62477.0,0.364,0.239,0.13699999999999998,0.107,0.153
2029,20083,0.12,0.1,58360.0,0.41200000000000003,0.225,0.163,0.075,0.126
1563,20085,0.11,0.11,60615.0,0.5770000000000001,0.136,0.161,0.11599999999999999,0.01
1137,20087,0.1,0.08,68549.0,0.634,0.182,0.09,0.069,0.026000000000000002
2183,20089,0.09,0.13,46017.0,0.34,0.259,0.087,0.142,0.171
882,20091,0.1,0.05,91913.0,0.654,0.22399999999999998,0.075,0.019,0.028999999999999998
2057,20093,0.15,0.1,67301.0,0.34600000000000003,0.22899999999999998,0.172,0.098,0.155
2048,20095,0.11,0.11,56907.0,0.46399999999999997,0.128,0.114,0.212,0.081
1753,20097,0.12,0.12,49588.0,0.469,0.233,0.128,0.107,0.062
1544,20099,0.15,0.16,44170.0,0.47100000000000003,0.147,0.091,0.12300000000000001,0.168
1713,20101,0.09,0.1,60315.0,0.326,0.204,0.19699999999999998,0.075,0.19699999999999998
838,20103,0.09,0.08,75840.0,0.544,0.142,0.092,0.135,0.087
1738,20105,0.09,0.12,47557.0,0.375,0.163,0.16,0.132,0.171
1393,20107,0.09,0.12,62876.0,0.4,0.285,0.121,0.053,0.14
2393,20109,0.11,0.1,53538.0,0.28,0.18899999999999997,0.19399999999999998,0.131,0.20600000000000002
2017,20111,0.14,0.15,49840.0,0.344,0.3,0.133,0.111,0.113
2132,20113,0.12,0.07,65834.0,0.396,0.313,0.106,0.065,0.12
2257,20115,0.1,0.11,51771.0,0.34299999999999997,0.27899999999999997,0.209,0.068,0.10099999999999999
2147,20117,0.11,0.09,55858.0,0.40700000000000003,0.263,0.233,0.049,0.048
2294,20119,0.14,0.1,64640.0,0.36200000000000004,0.235,0.115,0.12300000000000001,0.16399999999999998
1338,20121,0.09,0.07,74428.0,0.54,0.25,0.095,0.044000000000000004,0.071
1728,20123,0.1,0.11,51979.0,0.38799999999999996,0.18,0.14400000000000002,0.11599999999999999,0.17300000000000001
1536,20125,0.12,0.16,44240.0,0.40700000000000003,0.195,0.102,0.132,0.16399999999999998
1674,20127,0.11,0.1,54775.0,0.40399999999999997,0.244,0.14800000000000002,0.094,0.11
1779,20129,0.11,0.12,56175.0,0.405,0.218,0.14400000000000002,0.113,0.12
1733,20131,0.16,0.09,63373.0,0.43200000000000005,0.23600000000000002,0.203,0.094,0.035
1273,20133,0.12,0.16,49533.0,0.41600000000000004,0.127,0.12,0.204,0.133
2396,20135,0.14,0.11,54727.0,0.371,0.198,0.19899999999999998,0.083,0.15
2074,20137,0.28,0.12,49739.0,0.275,0.225,0.177,0.163,0.161
1732,20139,0.08,0.14,55655.0,0.564,0.24,0.08800000000000001,0.09,0.018000000000000002
2103,20141,0.09,0.14,46351.0,0.293,0.136,0.163,0.233,0.174
1747,20143,0.1,0.1,58729.0,0.396,0.191,0.16399999999999998,0.11699999999999999,0.131
1831,20145,0.22,0.14,65141.0,0.49700000000000005,0.217,0.13699999999999998,0.096,0.053
2105,20147,0.14,0.11,51546.0,0.29,0.19,0.126,0.244,0.15
2034,20149,0.08,0.07,73685.0,0.55,0.23600000000000002,0.145,0.057,0.012
1793,20151,0.09,0.11,53980.0,0.387,0.309,0.10099999999999999,0.183,0.02
2389,20153,0.14,0.14,50768.0,0.268,0.22,0.209,0.174,0.128
2539,20155,0.14,0.13,53371.0,0.45399999999999996,0.191,0.14300000000000002,0.077,0.135
1740,20157,0.15,0.12,47082.0,0.373,0.295,0.076,0.073,0.183
1774,20159,0.12,0.12,56350.0,0.41,0.24100000000000002,0.11,0.086,0.153
1452,20161,0.11,0.21,51996.0,0.535,0.261,0.124,0.05,0.03
2107,20163,0.13,0.1,49485.0,0.26,0.12300000000000001,0.218,0.22,0.179
1722,20165,0.14,0.12,53189.0,0.40299999999999997,0.183,0.182,0.122,0.11
2122,20167,0.12,0.14,46112.0,0.335,0.157,0.174,0.174,0.16
1743,20169,0.12,0.12,56741.0,0.35700000000000004,0.209,0.175,0.133,0.126
1714,20171,0.13,0.08,62914.0,0.313,0.21,0.19,0.09,0.19699999999999998
