,fips,percent_cases,poverty_percent,median_household_income,always,frequently,sometimes,rarely,never
905,29175,0.12,0.16,48043.0,0.41,0.19399999999999998,0.145,0.08800000000000001,0.163
1957,29179,0.08,0.22,37415.0,0.366,0.22899999999999998,0.085,0.183,0.13699999999999998
1474,29181,0.09,0.2,35788.0,0.308,0.15,0.161,0.254,0.126
1355,29183,0.13,0.05,89236.0,0.532,0.28600000000000003,0.091,0.05,0.040999999999999995
1670,29185,0.09,0.19,39319.0,0.23,0.27899999999999997,0.182,0.145,0.163
980,29186,0.11,0.1,61662.0,0.38,0.311,0.14400000000000002,0.14,0.025
793,29187,0.15,0.17,43886.0,0.428,0.264,0.085,0.12,0.10300000000000001
1027,29189,0.1,0.09,70161.0,0.6970000000000001,0.182,0.069,0.027999999999999997,0.024
1852,29195,0.14,0.16,47324.0,0.389,0.18600000000000003,0.11199999999999999,0.23,0.083
308,29197,0.08,0.21,43183.0,0.41600000000000004,0.222,0.21100000000000002,0.10099999999999999,0.05
736,29199,0.06,0.14,46871.0,0.361,0.24600000000000002,0.209,0.11199999999999999,0.073
669,29201,0.13,0.18,44924.0,0.385,0.247,0.128,0.115,0.125
2324,29203,0.08,0.23,36477.0,0.243,0.098,0.198,0.25,0.212
949,29205,0.12,0.16,45939.0,0.317,0.23800000000000002,0.16,0.14400000000000002,0.142
1984,29207,0.09,0.18,42363.0,0.41100000000000003,0.17600000000000002,0.156,0.12,0.13699999999999998
988,29209,0.09,0.15,50262.0,0.434,0.247,0.171,0.09300000000000001,0.055999999999999994
1538,29211,0.15,0.16,43421.0,0.341,0.223,0.174,0.127,0.136
1539,29213,0.12,0.13,49314.0,0.499,0.155,0.214,0.079,0.053
2487,29215,0.09,0.21,38914.0,0.183,0.106,0.231,0.171,0.309
1999,29217,0.1,0.17,46182.0,0.496,0.125,0.11,0.105,0.16399999999999998
729,29219,0.09,0.1,63726.0,0.446,0.25,0.111,0.083,0.11
1844,29221,0.12,0.22,41198.0,0.418,0.191,0.11800000000000001,0.092,0.18100000000000002
1878,29223,0.08,0.21,35397.0,0.313,0.196,0.13,0.171,0.191
1356,29225,0.11,0.16,54844.0,0.313,0.13699999999999998,0.162,0.09,0.297
228,29227,0.1,0.15,45023.0,0.24100000000000002,0.272,0.218,0.17,0.098
1622,29229,0.1,0.2,39384.0,0.155,0.1,0.187,0.139,0.419
38,29510,0.09,0.2,46309.0,0.726,0.13699999999999998,0.08,0.017,0.039
2998,30001,0.1,0.14,49771.0,0.425,0.18,0.102,0.127,0.165
2981,30003,0.2,0.26,43718.0,0.271,0.25,0.147,0.196,0.136
2949,30005,0.12,0.21,44090.0,0.192,0.252,0.188,0.08,0.287
2523,30007,0.09,0.09,60622.0,0.439,0.19899999999999998,0.099,0.098,0.165
2764,30009,0.09,0.1,57585.0,0.267,0.26,0.163,0.16899999999999998,0.14
2908,30011,0.12,0.14,49057.0,0.41700000000000004,0.212,0.127,0.121,0.12300000000000001
2865,30013,0.12,0.14,51732.0,0.382,0.145,0.16,0.14300000000000002,0.17
2937,30015,0.09,0.15,48017.0,0.34600000000000003,0.152,0.171,0.135,0.196
2928,30017,0.11,0.13,49379.0,0.23,0.28,0.14400000000000002,0.261,0.085
2599,30019,0.12,0.11,50001.0,0.129,0.26899999999999996,0.18600000000000003,0.244,0.172
2818,30021,0.14,0.12,56677.0,0.161,0.27399999999999997,0.17600000000000002,0.249,0.139
1804,30023,0.13,0.16,41780.0,0.489,0.133,0.064,0.17300000000000001,0.141
2660,30025,0.11,0.1,65651.0,0.24,0.29600000000000004,0.146,0.19899999999999998,0.11800000000000001
2953,30027,0.1,0.13,48703.0,0.261,0.187,0.157,0.111,0.284
2990,30029,0.12,0.09,61334.0,0.374,0.22399999999999998,0.159,0.16699999999999998,0.076
2841,30031,0.13,0.1,73731.0,0.44799999999999995,0.213,0.115,0.09300000000000001,0.132
2977,30033,0.06,0.16,43106.0,0.221,0.265,0.18,0.19899999999999998,0.134
2885,30035,0.12,0.26,41808.0,0.396,0.196,0.17,0.154,0.084
2486,30037,0.07,0.2,40469.0,0.271,0.24600000000000002,0.168,0.18100000000000002,0.134
2685,30039,0.06,0.12,49646.0,0.42200000000000004,0.183,0.109,0.17,0.11599999999999999
2876,30041,0.13,0.16,51881.0,0.273,0.192,0.159,0.106,0.27
2668,30043,0.09,0.08,70929.0,0.48700000000000004,0.16899999999999998,0.076,0.111,0.158
2721,30045,0.04,0.14,49401.0,0.349,0.139,0.17,0.11,0.233
2667,30047,0.07,0.17,49019.0,0.349,0.20600000000000002,0.128,0.23,0.087
2914,30049,0.1,0.09,66075.0,0.479,0.185,0.08,0.107,0.149
2612,30051,0.05,0.19,41240.0,0.35200000000000004,0.147,0.16699999999999998,0.146,0.188
2919,30053,0.08,0.17,43669.0,0.402,0.188,0.11800000000000001,0.174,0.11800000000000001
2862,30055,0.11,0.14,48551.0,0.139,0.267,0.179,0.27399999999999997,0.142
2917,30057,0.1,0.1,56579.0,0.4,0.21,0.105,0.113,0.172
2820,30059,0.09,0.16,43946.0,0.396,0.203,0.12,0.09300000000000001,0.188
2508,30061,0.07,0.16,43928.0,0.32299999999999995,0.183,0.11900000000000001,0.278,0.09699999999999999
2852,30063,0.08,0.12,57279.0,0.37200000000000005,0.209,0.128,0.2,0.091
2722,30065,0.08,0.16,48290.0,0.268,0.257,0.16899999999999998,0.17800000000000002,0.128
2859,30067,0.09,0.12,51740.0,0.467,0.214,0.106,0.099,0.114
2672,30069,0.03,0.15,42081.0,0.26899999999999996,0.247,0.174,0.154,0.157
2989,30071,0.13,0.14,47679.0,0.147,0.29600000000000004,0.214,0.114,0.22899999999999998
2663,30073,0.09,0.18,48542.0,0.39,0.142,0.17,0.175,0.12300000000000001
2903,30075,0.1,0.14,47843.0,0.273,0.188,0.106,0.24,0.193
2808,30077,0.18,0.16,49387.0,0.53,0.14,0.069,0.14400000000000002,0.11800000000000001
2686,30079,0.13,0.13,46663.0,0.17600000000000002,0.28300000000000003,0.171,0.27,0.10099999999999999
2825,30081,0.07,0.11,57209.0,0.39299999999999996,0.195,0.114,0.177,0.121
2771,30083,0.12,0.09,69095.0,0.191,0.255,0.162,0.21600000000000003,0.17600000000000002
2816,30085,0.15,0.24,38409.0,0.146,0.261,0.17800000000000002,0.24600000000000002,0.16899999999999998
2983,30087,0.14,0.16,58139.0,0.26899999999999996,0.248,0.14300000000000002,0.214,0.126
2868,30089,0.06,0.17,45193.0,0.28300000000000003,0.172,0.191,0.204,0.15
2680,30091,0.13,0.12,51111.0,0.185,0.256,0.17800000000000002,0.203,0.179
1731,30093,0.12,0.15,49249.0,0.503,0.14300000000000002,0.059000000000000004,0.138,0.158
2706,30095,0.08,0.09,68186.0,0.28600000000000003,0.255,0.16,0.17300000000000001,0.126
2719,30097,0.11,0.1,55259.0,0.374,0.22699999999999998,0.126,0.157,0.11599999999999999
2800,30099,0.09,0.14,54458.0,0.391,0.152,0.147,0.17600000000000002,0.134
2746,30101,0.18,0.16,49448.0,0.384,0.135,0.17800000000000002,0.165,0.138
2300,30103,0.08,0.12,51754.0,0.27,0.259,0.16,0.188,0.122
2985,30105,0.13,0.13,51869.0,0.115,0.29100000000000004,0.187,0.235,0.172
2600,30107,0.09,0.18,42059.0,0.318,0.18899999999999997,0.14400000000000002,0.135,0.214
2091,30109,0.13,0.11,51145.0,0.187,0.267,0.161,0.21899999999999997,0.165
2857,30111,0.11,0.11,61435.0,0.265,0.262,0.16699999999999998,0.177,0.129
1160,31001,0.11,0.11,55182.0,0.435,0.29100000000000004,0.08900000000000001,0.128,0.057
2022,31003,0.08,0.12,50771.0,0.354,0.161,0.191,0.096,0.198
1719,31005,0.05,0.14,46417.0,0.35600000000000004,0.248,0.11699999999999999,0.135,0.14400000000000002
1817,31007,0.05,0.11,54706.0,0.272,0.21600000000000003,0.134,0.128,0.249
1701,31009,0.05,0.16,45411.0,0.293,0.305,0.12300000000000001,0.10300000000000001,0.17600000000000002
1629,31011,0.11,0.1,58204.0,0.415,0.19699999999999998,0.151,0.08,0.156
2399,31013,0.09,0.1,61522.0,0.203,0.285,0.096,0.11199999999999999,0.303
1095,31015,0.09,0.14,46548.0,0.309,0.184,0.267,0.159,0.081
2510,31017,0.08,0.12,48843.0,0.335,0.275,0.16699999999999998,0.08199999999999999,0.141
2285,31019,0.12,0.12,64759.0,0.391,0.327,0.10400000000000001,0.113,0.065
927,31021,0.11,0.1,54554.0,0.46,0.321,0.09,0.063,0.066
1313,31023,0.11,0.08,63310.0,0.365,0.23800000000000002,0.263,0.105,0.027000000000000003
1169,31025,0.1,0.05,72915.0,0.55,0.24,0.11900000000000001,0.049,0.042
1816,31027,0.1,0.09,60400.0,0.293,0.177,0.161,0.163,0.207
2114,31029,0.12,0.09,57656.0,0.364,0.23199999999999998,0.156,0.192,0.055
3000,31031,0.06,0.11,50677.0,0.32799999999999996,0.377,0.095,0.042,0.158
2497,31033,0.11,0.1,56229.0,0.223,0.33799999999999997,0.16399999999999998,0.159,0.11599999999999999
1224,31035,0.13,0.11,63829.0,0.4,0.28,0.124,0.132,0.064
633,31037,0.15,0.08,62472.0,0.341,0.287,0.228,0.08900000000000001,0.054000000000000006
1230,31039,0.12,0.09,59505.0,0.317,0.34700000000000003,0.122,0.066,0.147
2847,31041,0.08,0.12,51004.0,0.314,0.32799999999999996,0.11199999999999999,0.10400000000000001,0.14300000000000002
231,31043,0.22,0.11,61010.0,0.425,0.163,0.131,0.16699999999999998,0.113
2592,31045,0.1,0.16,46377.0,0.242,0.321,0.11,0.10300000000000001,0.22399999999999998
2341,31047,0.13,0.12,56839.0,0.32799999999999996,0.348,0.115,0.114,0.096
742,31049,0.06,0.11,48793.0,0.355,0.267,0.138,0.147,0.09300000000000001
888,31051,0.11,0.09,57324.0,0.38299999999999995,0.162,0.131,0.16,0.163
1094,31053,0.15,0.1,60853.0,0.314,0.374,0.136,0.036000000000000004,0.14
2200,31057,0.11,0.13,45446.0,0.311,0.231,0.17300000000000001,0.23199999999999998,0.053
1261,31059,0.09,0.08,60440.0,0.213,0.375,0.263,0.096,0.053
1258,31061,0.08,0.14,49659.0,0.37799999999999995,0.28800000000000003,0.083,0.168,0.083
2295,31063,0.08,0.13,55712.0,0.313,0.336,0.136,0.121,0.094
1741,31065,0.11,0.12,50705.0,0.315,0.319,0.129,0.135,0.10099999999999999
2027,31067,0.1,0.11,56817.0,0.48,0.26,0.10300000000000001,0.03,0.127
2683,31069,0.07,0.15,41158.0,0.28800000000000003,0.268,0.11900000000000001,0.124,0.20199999999999999
1202,31071,0.08,0.12,52707.0,0.37,0.23600000000000002,0.142,0.084,0.168
815,31073,0.1,0.09,64870.0,0.33299999999999996,0.34700000000000003,0.115,0.12,0.086
1894,31075,0.07,0.1,60773.0,0.313,0.27,0.102,0.11599999999999999,0.19899999999999998
1194,31077,0.09,0.12,48178.0,0.42100000000000004,0.245,0.122,0.091,0.122
1120,31079,0.13,0.1,57371.0,0.451,0.284,0.10300000000000001,0.114,0.048
1102,31081,0.1,0.06,68236.0,0.42700000000000005,0.252,0.157,0.124,0.04
1227,31083,0.07,0.11,53362.0,0.348,0.302,0.102,0.158,0.08900000000000001
1694,31085,0.07,0.15,46399.0,0.34299999999999997,0.273,0.161,0.151,0.07200000000000001
1727,31087,0.09,0.11,49451.0,0.301,0.263,0.19,0.162,0.085
2827,31089,0.09,0.11,54474.0,0.365,0.154,0.23399999999999999,0.134,0.113
1745,31091,0.08,0.08,50093.0,0.337,0.27899999999999997,0.11,0.12300000000000001,0.151
1253,31093,0.09,0.1,56881.0,0.433,0.281,0.10800000000000001,0.10400000000000001,0.073
1248,31095,0.1,0.1,56740.0,0.384,0.306,0.055,0.05,0.20600000000000002
465,31097,0.16,0.11,54567.0,0.31,0.207,0.247,0.175,0.061
1002,31099,0.11,0.08,64461.0,0.39899999999999997,0.318,0.094,0.127,0.062
2429,31101,0.09,0.11,51478.0,0.39299999999999996,0.235,0.13,0.15,0.09300000000000001
1879,31103,0.07,0.19,46010.0,0.331,0.273,0.183,0.09,0.124
2255,31105,0.12,0.12,52284.0,0.25,0.228,0.161,0.17300000000000001,0.187
2456,31107,0.11,0.12,53676.0,0.299,0.157,0.195,0.17800000000000002,0.171
2006,31109,0.11,0.11,61383.0,0.47,0.264,0.11199999999999999,0.061,0.09300000000000001
2846,31111,0.12,0.11,60924.0,0.341,0.287,0.12300000000000001,0.145,0.10300000000000001
1201,31113,0.11,0.09,53108.0,0.304,0.308,0.115,0.133,0.14
1198,31115,0.06,0.15,51559.0,0.318,0.276,0.129,0.084,0.193
2028,31117,0.06,0.13,52033.0,0.361,0.257,0.115,0.147,0.121
1239,31119,0.13,0.1,58275.0,0.317,0.156,0.19399999999999998,0.08199999999999999,0.251
920,31121,0.1,0.11,53411.0,0.45399999999999996,0.23399999999999999,0.13699999999999998,0.125,0.05
2601,31123,0.11,0.13,49982.0,0.223,0.273,0.124,0.11900000000000001,0.261
778,31125,0.12,0.1,55853.0,0.45899999999999996,0.207,0.131,0.111,0.091
598,31127,0.13,0.12,55343.0,0.33299999999999996,0.293,0.13699999999999998,0.14800000000000002,0.09
1255,31129,0.13,0.11,48624.0,0.318,0.349,0.064,0.132,0.138
1436,31131,0.09,0.08,66293.0,0.428,0.275,0.09,0.09699999999999999,0.11
699,31133,0.09,0.13,47006.0,0.316,0.254,0.215,0.147,0.067
2080,31135,0.11,0.1,63443.0,0.39299999999999996,0.233,0.142,0.16399999999999998,0.069
1079,31137,0.12,0.1,61420.0,0.363,0.336,0.10300000000000001,0.126,0.07200000000000001
1246,31139,0.09,0.09,67465.0,0.311,0.142,0.185,0.11,0.253
1638,31141,0.13,0.09,62804.0,0.43200000000000005,0.254,0.17600000000000002,0.094,0.044000000000000004
743,31143,0.12,0.07,66462.0,0.353,0.174,0.27699999999999997,0.16699999999999998,0.028999999999999998
1716,31145,0.12,0.12,50260.0,0.298,0.308,0.16899999999999998,0.12300000000000001,0.102
1129,31147,0.1,0.12,50207.0,0.298,0.252,0.166,0.185,0.098
2335,31149,0.08,0.14,53905.0,0.349,0.222,0.198,0.102,0.13
1257,31151,0.15,0.09,59937.0,0.507,0.217,0.18600000000000003,0.07,0.021
182,31153,0.13,0.06,84016.0,0.433,0.26,0.14400000000000002,0.069,0.094
1836,31155,0.12,0.07,71086.0,0.3,0.223,0.28,0.09,0.10800000000000001
1815,31157,0.14,0.13,50263.0,0.255,0.245,0.113,0.132,0.256
1251,31159,0.13,0.07,72291.0,0.601,0.109,0.21600000000000003,0.046,0.027999999999999997
2835,31161,0.1,0.14,46159.0,0.242,0.33299999999999996,0.094,0.083,0.248
1206,31163,0.07,0.12,48735.0,0.39,0.307,0.11,0.099,0.09300000000000001
2765,31165,0.03,0.16,47983.0,0.205,0.292,0.10099999999999999,0.161,0.24100000000000002
685,31167,0.06,0.07,62045.0,0.309,0.154,0.192,0.08,0.265
1247,31169,0.1,0.11,52439.0,0.249,0.429,0.066,0.071,0.185
1697,31171,0.08,0.14,51401.0,0.308,0.302,0.11800000000000001,0.12,0.152
516,31173,0.12,0.25,48891.0,0.418,0.187,0.11900000000000001,0.153,0.12300000000000001
1191,31175,0.08,0.1,47981.0,0.38,0.278,0.11800000000000001,0.09,0.135
506,31177,0.11,0.07,75197.0,0.386,0.261,0.15,0.11599999999999999,0.086
753,31179,0.13,0.12,57655.0,0.34,0.141,0.155,0.12,0.245
1238,31181,0.12,0.12,49518.0,0.389,0.28600000000000003,0.068,0.16699999999999998,0.091
1249,31183,0.05,0.12,50207.0,0.39899999999999997,0.201,0.155,0.084,0.162
1256,31185,0.14,0.09,59749.0,0.182,0.184,0.42200000000000004,0.168,0.044000000000000004
2982,32001,0.09,0.12,56335.0,0.674,0.153,0.057999999999999996,0.09300000000000001,0.022000000000000002
3024,32003,0.12,0.13,62131.0,0.742,0.145,0.054000000000000006,0.032,0.027000000000000003
1796,32005,0.06,0.08,76296.0,0.588,0.23800000000000002,0.091,0.055,0.028999999999999998
3049,32007,0.1,0.11,83287.0,0.379,0.364,0.19,0.046,0.021
2916,32009,0.04,0.14,50675.0,0.872,0.032,0.006,0.004,0.086
2944,32011,0.03,0.1,71541.0,0.387,0.386,0.17,0.054000000000000006,0.002
3035,32013,0.07,0.11,73106.0,0.725,0.069,0.156,0.042,0.008
2996,32015,0.09,0.11,81239.0,0.588,0.182,0.142,0.085,0.004
3041,32017,0.08,0.14,58782.0,0.61,0.177,0.147,0.019,0.048
2756,32019,0.06,0.1,59406.0,0.6709999999999999,0.17300000000000001,0.05,0.069,0.037000000000000005
2930,32021,0.07,0.16,43771.0,0.755,0.115,0.09,0.018000000000000002,0.022000000000000002
3050,32023,0.07,0.16,48490.0,0.6659999999999999,0.183,0.052000000000000005,0.038,0.061
3003,32027,0.2,0.18,58562.0,0.691,0.038,0.248,0.013000000000000001,0.01
220,32029,0.03,0.07,88003.0,0.782,0.126,0.039,0.038,0.015
3009,32031,0.1,0.11,71733.0,0.6759999999999999,0.215,0.06,0.025,0.024
3030,32033,0.08,0.14,60086.0,0.29600000000000004,0.42100000000000004,0.20800000000000002,0.016,0.059000000000000004
71,32510,0.12,0.12,58126.0,0.585,0.27399999999999997,0.054000000000000006,0.064,0.023
839,33001,0.07,0.09,68752.0,0.598,0.158,0.11,0.02,0.114
2310,33003,0.05,0.09,64495.0,0.598,0.172,0.107,0.035,0.08800000000000001
1776,33005,0.06,0.1,65326.0,0.609,0.20199999999999999,0.09300000000000001,0.075,0.02
2712,33007,0.07,0.14,49156.0,0.6970000000000001,0.16899999999999998,0.068,0.05,0.017
2690,33009,0.05,0.09,62468.0,0.705,0.19899999999999998,0.032,0.026000000000000002,0.039
2098,33011,0.1,0.08,82862.0,0.67,0.16399999999999998,0.066,0.069,0.03
2262,33013,0.06,0.06,75800.0,0.615,0.158,0.075,0.067,0.085
1910,33015,0.08,0.05,91416.0,0.639,0.212,0.07400000000000001,0.057,0.018000000000000002
487,33017,0.09,0.09,71486.0,0.5579999999999999,0.19,0.098,0.07400000000000001,0.08
1117,33019,0.04,0.1,63518.0,0.574,0.252,0.012,0.10300000000000001,0.06
1589,34001,0.12,0.11,62678.0,0.7340000000000001,0.17600000000000002,0.03,0.040999999999999995,0.019
178,34003,0.12,0.06,107971.0,0.762,0.151,0.053,0.013999999999999999,0.02
1969,34005,0.11,0.06,88443.0,0.779,0.134,0.043,0.02,0.023
155,34007,0.12,0.11,73168.0,0.802,0.13699999999999998,0.027000000000000003,0.005,0.027999999999999997
1441,34009,0.11,0.1,66565.0,0.74,0.214,0.022000000000000002,0.011000000000000001,0.013000000000000001
1599,34011,0.13,0.14,54179.0,0.762,0.142,0.057999999999999996,0.006,0.032
56,34013,0.12,0.14,64522.0,0.682,0.183,0.085,0.013999999999999999,0.035
368,34015,0.11,0.08,87996.0,0.746,0.145,0.052000000000000005,0.01,0.047
36,34017,0.14,0.14,77738.0,0.67,0.21100000000000002,0.077,0.019,0.022000000000000002
730,34019,0.08,0.04,117275.0,0.804,0.085,0.065,0.038,0.006999999999999999
157,34021,0.1,0.12,79475.0,0.757,0.162,0.05,0.013999999999999999,0.017
337,34023,0.11,0.08,92770.0,0.765,0.146,0.054000000000000006,0.016,0.02
1580,34025,0.12,0.06,102579.0,0.764,0.16399999999999998,0.040999999999999995,0.022000000000000002,0.01
886,34027,0.1,0.05,116328.0,0.72,0.191,0.049,0.018000000000000002,0.023
2189,34029,0.13,0.09,75627.0,0.772,0.10400000000000001,0.055,0.055999999999999994,0.012
114,34031,0.15,0.13,76039.0,0.7559999999999999,0.138,0.063,0.015,0.028999999999999998
453,34033,0.1,0.11,68146.0,0.726,0.154,0.036000000000000004,0.043,0.040999999999999995
297,34035,0.09,0.05,112722.0,0.7909999999999999,0.12,0.046,0.027000000000000003,0.016
1065,34037,0.1,0.05,100281.0,0.72,0.205,0.028999999999999998,0.026000000000000002,0.02
48,34039,0.13,0.09,79953.0,0.716,0.20199999999999999,0.059000000000000004,0.011000000000000001,0.012
433,34041,0.1,0.07,83998.0,0.7490000000000001,0.152,0.044000000000000004,0.02,0.035
2482,35001,0.09,0.16,56148.0,0.758,0.135,0.057,0.013999999999999999,0.036000000000000004
3016,35003,0.03,0.21,37190.0,0.762,0.109,0.036000000000000004,0.039,0.054000000000000006
3004,35005,0.15,0.18,43687.0,0.634,0.14400000000000002,0.10800000000000001,0.04,0.07400000000000001
2962,35006,0.15,0.26,40436.0,0.8390000000000001,0.085,0.013999999999999999,0.059000000000000004,0.003
2925,35007,0.08,0.17,42754.0,0.743,0.106,0.091,0.019,0.040999999999999995
2593,35009,0.11,0.19,45623.0,0.54,0.209,0.111,0.129,0.011000000000000001
2810,35011,0.1,0.19,34746.0,0.7120000000000001,0.098,0.085,0.069,0.036000000000000004
2931,35013,0.12,0.24,43618.0,0.812,0.09699999999999999,0.036000000000000004,0.044000000000000004,0.011000000000000001
2945,35015,0.12,0.11,63671.0,0.39899999999999997,0.239,0.092,0.07,0.2
2936,35017,0.07,0.18,43175.0,0.5720000000000001,0.205,0.15,0.031,0.043
2884,35019,0.2,0.24,36554.0,0.7659999999999999,0.098,0.07200000000000001,0.049,0.013999999999999999
2775,35021,0.02,0.15,38162.0,0.614,0.115,0.062,0.152,0.057
2912,35023,0.09,0.23,37322.0,0.569,0.153,0.18600000000000003,0.037000000000000005,0.055999999999999994
2955,35025,0.13,0.15,63012.0,0.418,0.331,0.115,0.024,0.11199999999999999
2975,35027,0.09,0.14,47254.0,0.731,0.162,0.055,0.012,0.04
50,35028,0.03,0.04,122001.0,0.7090000000000001,0.17300000000000001,0.076,0.040999999999999995,0.001
2880,35029,0.15,0.24,32544.0,0.715,0.11,0.024,0.046,0.105
2994,35031,0.18,0.3,36404.0,0.721,0.20199999999999999,0.008,0.06,0.01
2742,35033,0.04,0.21,36968.0,0.8059999999999999,0.098,0.067,0.027000000000000003,0.002
3010,35035,0.08,0.2,43135.0,0.595,0.158,0.14300000000000002,0.03,0.07400000000000001
2874,35037,0.07,0.22,34596.0,0.5710000000000001,0.159,0.07,0.152,0.049
2999,35039,0.1,0.22,44579.0,0.675,0.162,0.102,0.054000000000000006,0.006999999999999999
2833,35041,0.12,0.19,44928.0,0.602,0.146,0.08900000000000001,0.154,0.009000000000000001
2921,35043,0.08,0.1,71118.0,0.762,0.11,0.096,0.015,0.017
2997,35045,0.13,0.2,46201.0,0.555,0.255,0.11800000000000001,0.015,0.057
2968,35047,0.05,0.24,36986.0,0.8,0.11900000000000001,0.057,0.02,0.004
2733,35049,0.07,0.12,61791.0,0.8029999999999999,0.14300000000000002,0.031,0.016,0.008
2948,35051,0.08,0.28,33661.0,0.659,0.239,0.033,0.039,0.03
3011,35053,0.08,0.26,39582.0,0.746,0.193,0.05,0.008,0.002
2787,35055,0.05,0.18,43032.0,0.785,0.113,0.055,0.040999999999999995,0.006
2907,35057,0.08,0.22,39532.0,0.696,0.16699999999999998,0.035,0.005,0.09699999999999999
2932,35059,0.12,0.2,38221.0,0.39299999999999996,0.242,0.127,0.11800000000000001,0.12
2387,35061,0.1,0.18,54867.0,0.648,0.195,0.14300000000000002,0.009000000000000001,0.006
707,37001,0.12,0.15,57963.0,0.586,0.175,0.126,0.073,0.04
218,37003,0.13,0.12,54960.0,0.575,0.272,0.10300000000000001,0.023,0.027000000000000003
170,37005,0.1,0.17,41420.0,0.504,0.21,0.067,0.067,0.153
1067,37007,0.11,0.21,40826.0,0.6409999999999999,0.163,0.08,0.062,0.053
671,37009,0.09,0.15,41542.0,0.455,0.287,0.083,0.026000000000000002,0.149
181,37011,0.14,0.16,45823.0,0.509,0.17300000000000001,0.212,0.01,0.096
2267,37013,0.11,0.18,49410.0,0.623,0.21899999999999997,0.040999999999999995,0.08,0.037000000000000005
1803,37015,0.1,0.24,37899.0,0.5820000000000001,0.214,0.064,0.04,0.1
2086,37017,0.11,0.21,42260.0,0.7240000000000001,0.10400000000000001,0.076,0.023,0.073
2370,37019,0.07,0.1,63712.0,0.6729999999999999,0.248,0.036000000000000004,0.018000000000000002,0.024
1571,37021,0.07,0.12,55448.0,0.693,0.23,0.044000000000000004,0.023,0.009000000000000001
999,37023,0.11,0.18,47890.0,0.54,0.18899999999999997,0.124,0.055999999999999994,0.091
442,37025,0.11,0.08,72071.0,0.5760000000000001,0.27,0.092,0.022000000000000002,0.04
862,37027,0.12,0.12,48512.0,0.67,0.19899999999999998,0.07200000000000001,0.031,0.027999999999999997
298,37029,0.07,0.08,69610.0,0.575,0.188,0.121,0.025,0.091
2577,37031,0.07,0.1,60058.0,0.56,0.19699999999999998,0.16699999999999998,0.067,0.01
674,37033,0.1,0.16,51240.0,0.527,0.179,0.19899999999999998,0.035,0.06
610,37035,0.12,0.13,53688.0,0.551,0.214,0.13,0.07,0.035
1682,37037,0.07,0.09,70258.0,0.7659999999999999,0.139,0.063,0.025,0.006999999999999999
828,37039,0.1,0.18,42764.0,0.557,0.147,0.10099999999999999,0.109,0.085
165,37041,0.11,0.18,47126.0,0.49700000000000005,0.29600000000000004,0.152,0.011000000000000001,0.044000000000000004
147,37043,0.08,0.14,47116.0,0.546,0.16899999999999998,0.095,0.091,0.099
837,37045,0.12,0.19,46012.0,0.573,0.151,0.094,0.121,0.062
2258,37047,0.12,0.22,39531.0,0.511,0.155,0.113,0.043,0.179
1843,37049,0.1,0.14,53372.0,0.47,0.215,0.212,0.068,0.034
1566,37051,0.1,0.18,46599.0,0.649,0.175,0.1,0.047,0.027999999999999997
1032,37053,0.06,0.09,70699.0,0.524,0.16699999999999998,0.131,0.021,0.157
2647,37055,0.06,0.09,63033.0,0.6709999999999999,0.19399999999999998,0.102,0.005,0.027999999999999997
1174,37057,0.1,0.15,53924.0,0.5539999999999999,0.134,0.16899999999999998,0.085,0.057999999999999996
230,37059,0.1,0.11,63828.0,0.6809999999999999,0.14,0.037000000000000005,0.067,0.07400000000000001
1967,37061,0.11,0.18,44929.0,0.62,0.126,0.14300000000000002,0.044000000000000004,0.068
285,37063,0.08,0.14,65541.0,0.8320000000000001,0.10400000000000001,0.033,0.013999999999999999,0.017
969,37065,0.11,0.21,40784.0,0.703,0.184,0.055,0.037000000000000005,0.021
606,37067,0.1,0.15,53054.0,0.706,0.183,0.068,0.022000000000000002,0.02
918,37069,0.11,0.12,57371.0,0.745,0.127,0.061,0.03,0.038
438,37071,0.13,0.12,56542.0,0.632,0.19699999999999998,0.054000000000000006,0.079,0.038
392,37073,0.07,0.15,54204.0,0.57,0.21,0.19,0.022000000000000002,0.008
292,37075,0.08,0.17,45813.0,0.502,0.23600000000000002,0.096,0.07200000000000001,0.095
1066,37077,0.11,0.15,54300.0,0.736,0.107,0.08199999999999999,0.033,0.042
224,37079,0.13,0.2,44648.0,0.501,0.24,0.127,0.061,0.07200000000000001
1561,37081,0.09,0.16,55820.0,0.588,0.19899999999999998,0.11699999999999999,0.055,0.04
1781,37083,0.12,0.24,38727.0,0.711,0.2,0.068,0.006999999999999999,0.013999999999999999
1377,37085,0.09,0.16,55619.0,0.711,0.129,0.06,0.069,0.031
1125,37087,0.08,0.11,51612.0,0.6659999999999999,0.188,0.03,0.039,0.077
460,37089,0.09,0.11,61651.0,0.715,0.201,0.042,0.027999999999999997,0.013999999999999999
423,37091,0.1,0.23,42374.0,0.696,0.217,0.06,0.006999999999999999,0.02
504,37093,0.09,0.17,48420.0,0.616,0.23600000000000002,0.092,0.047,0.009000000000000001
2596,37095,0.15,0.19,43112.0,0.498,0.259,0.08,0.03,0.133
1353,37097,0.1,0.08,68308.0,0.544,0.21899999999999997,0.106,0.051,0.08
919,37099,0.09,0.19,47759.0,0.616,0.17600000000000002,0.067,0.065,0.077
1915,37101,0.1,0.12,62835.0,0.682,0.151,0.113,0.022000000000000002,0.032
